6006496960500900052,5600
6006496960500900060,3779
6006496960500900078,6297
6006496960500900086,3485
6006496960500900094,2122
6006496960500900102,0482
6006496960500900110,7463
6006496960500900128,7130
6006496960500900136,7846
6006496960500900144,6853
6006496960500900151,2661
6006496960500900169,6099
6006496960500900177,6974
6006496960500900185,9122
6006496960500900193,2396
6006496960500900201,7658
6006496960500900219,1818
6006496960500900227,8602
6006496960500900235,8176
6006496960500900243,9441
6006496960500900250,1405
6006496960500900268,3036
6006496960500900276,2067
6006496960500900284,8114
6006496960500900292,7060
6006496960500900300,2593
6006496960500900318,8928
6006496960500900326,2263
6006496960500900334,1757
6006496960500900342,9632
6006496960500900359,0546
6006496960500900367,8402
6006496960500900375,1964
6006496960500900383,5434
6006496960500900391,2445
6006496960500900409,1828
6006496960500900417,3717
6006496960500900425,0076
6006496960500900433,3218
6006496960500900441,3816
6006496960500900458,4134
6006496960500900466,5442
6006496960500900474,0830
6006496960500900482,5975
6006496960500900490,4828
6006496960500900508,2433
6006496960500900516,1609
6006496960500900524,6484
6006496960500900532,9068
6006496960500900540,8554
6006496960500900557,9432
6006496960500900565,7326
6006496960500900573,4857
6006496960500900581,3099
6006496960500900599,2061
6006496960500900607,1267
6006496960500900615,6051
6006496960500900623,8687
6006496960500900631,5525
6006496960500900649,9194
6006496960500900656,8932
6006496960500900664,4412
6006496960500900672,1639
6006496960500900680,8902
6006496960500900698,6835
6006496960500900706,4722
6006496960500900714,8666
6006496960500900722,1480
6006496960500900730,0675
6006496960500900748,1617
6006496960500900755,9565
6006496960500900763,4668
6006496960500900771,8771
6006496960500900789,0865
6006496960500900797,3838
6006496960500900805,3817
6006496960500900813,1949
6006496960500900821,3241
6006496960500900839,2053
6006496960500900847,4291
6006496960500900854,0713
6006496960500900862,9787
6006496960500900870,1193
6006496960500900888,7002
6006496960500900896,4922
6006496960500900904,1460
6006496960500900912,9288
6006496960500900920,9850
6006496960500900938,7230
6006496960500900946,6831
6006496960500900953,8113
6006496960500900961,3371
6006496960500900979,1808
6006496960500900987,4609
6006496960500900995,1324
6006496960500901001,1216
6006496960500901019,0663
6006496960500901027,0380
6006496960500901035,6190
6006496960500901043,3771
6006496960500901050,1398
6006496960500901068,3711
6006496960500901076,2919
6006496960500901084,8117
6006496960500901092,5339
6006496960500901100,4994
6006496960500901118,1590
6006496960500901126,6856
6006496960500901134,7107
6006496960500901142,0524
6006496960500901159,8818
6006496960500901167,2648
6006496960500901175,1779
6006496960500901183,1150
6006496960500901191,3728
6006496960500901209,1603
6006496960500901217,1806
6006496960500901225,8535
6006496960500901233,4738
6006496960500901241,6870
6006496960500901258,8756
6006496960500901266,1777
6006496960500901274,2869
6006496960500901282,2137
6006496960500901290,6495
6006496960500901308,1008
6006496960500901316,3728
6006496960500901324,1488
6006496960500901332,4742
6006496960500901340,0296
6006496960500901357,5401
6006496960500901365,4715
6006496960500901373,7900
6006496960500901381,8582
6006496960500901399,1618
6006496960500901407,8980
6006496960500901415,9343
6006496960500901423,7156
6006496960500901431,0373
6006496960500901449,9782
6006496960500901456,3756
6006496960500901464,2408
6006496960500901472,0606
6006496960500901480,5042
6006496960500901498,0904
6006496960500901506,9571
6006496960500901514,9232
6006496960500901522,1722
6006496960500901530,2102
6006496960500901548,2820
6006496960500901555,8557
6006496960500901563,1654
6006496960500901571,2366
6006496960500901589,8266
6006496960500901597,7787
6006496960500901605,4552
6006496960500901613,0410
6006496960500901621,1194
6006496960500901639,3112
6006496960500901647,9859
6006496960500901654,7734
6006496960500901662,0968
6006496960500901670,9783
6006496960500901688,7051
6006496960500901696,5434
6006496960500901704,3580
6006496960500901712,9448
6006496960500901720,1966
6006496960500901738,9613
6006496960500901746,5114
6006496960500901753,5703
6006496960500901761,5749
6006496960500901779,1951
6006496960500901787,8978
6006496960500901795,8266
6006496960500901803,9928
6006496960500901811,7486
6006496960500901829,2210
6006496960500901837,3909
6006496960500901845,1625
6006496960500901852,8692
6006496960500901860,6209
6006496960500901878,6904
6006496960500901886,0438
6006496960500901894,5061
6006496960500901902,1461
6006496960500901910,7293
6006496960500901928,8234
6006496960500901936,0066
6006496960500901944,6236
6006496960500901951,1453
6006496960500901969,3370
6006496960500901977,4251
6006496960500901985,5892
6006496960500901993,5562
6006496960500902009,6762
6006496960500902017,6759
6006496960500902025,6149
6006496960500902033,1813
6006496960500902041,0679
6006496960500902058,0236
6006496960500902066,9731
6006496960500902074,6455
6006496960500902082,1085
6006496960500902090,2476
6006496960500902108,8688
6006496960500902116,9514
6006496960500902124,2080
6006496960500902132,9284
6006496960500902140,7302
6006496960500902157,4639
6006496960500902165,4517
6006496960500902173,6237
6006496960500902181,0062
6006496960500902199,1703
6006496960500902207,1177
6006496960500902215,1660
6006496960500902223,5310
6006496960500902231,7388
6006496960500902249,9334
6006496960500902256,1892
6006496960500902264,2245
6006496960500902272,0663
6006496960500902280,1139
6006496960500902298,3297
6006496960500902306,5759
6006496960500902314,2411
6006496960500902322,9059
6006496960500902330,0412
6006496960500902348,4181
6006496960500902355,4406
6006496960500902363,8067
6006496960500902371,4236
6006496960500902389,0380
6006496960500902397,7365
6006496960500902405,9054
6006496960500902413,2178
6006496960500902421,5155
6006496960500902439,0654
6006496960500902447,4971
6006496960500902454,3690
6006496960500902462,6312
6006496960500902470,4918
6006496960500902488,4972
6006496960500902496,9262
6006496960500902504,0466
6006496960500902512,6362
6006496960500902520,6830
6006496960500902538,5093
6006496960500902546,1158
6006496960500902553,6728
6006496960500902561,5037
6006496960500902579,2190
6006496960500902587,5860
6006496960500902595,8310
6006496960500902603,5648
6006496960500902611,7319
6006496960500902629,5273
6006496960500902637,4040
6006496960500902645,6183
6006496960500902652,2219
6006496960500902660,2140
6006496960500902678,4316
6006496960500902686,6130
6006496960500902694,8045
6006496960500902702,6819
6006496960500902710,8895
6006496960500902728,1419
6006496960500902736,9168
6006496960500902744,9598
6006496960500902751,8295
6006496960500902769,0121
6006496960500902777,7729
6006496960500902785,0217
6006496960500902793,4729
6006496960500902801,4269
6006496960500902819,5401
6006496960500902827,3692
6006496960500902835,5315
6006496960500902843,3974
6006496960500902850,6366
6006496960500902868,7805
6006496960500902876,0353
6006496960500902884,7215
6006496960500902892,8112
6006496960500902900,0106
6006496960500902918,5578
6006496960500902926,0222
6006496960500902934,2383
6006496960500902942,7217
6006496960500902959,5009
6006496960500902967,1222
6006496960500902975,1617
6006496960500902983,5338
6006496960500902991,2247
6006496960500903007,6020
6006496960500903015,0015
6006496960500903023,5818
6006496960500903031,7894
6006496960500903049,6323
6006496960500903056,2407
6006496960500903064,2384
6006496960500903072,8197
6006496960500903080,8201
6006496960500903098,0969
6006496960500903106,6377
6006496960500903114,3209
6006496960500903122,8377
6006496960500903130,5900
6006496960500903148,1326
6006496960500903155,8304
6006496960500903163,2801
6006496960500903171,5640
6006496960500903189,9362
6006496960500903197,4150
6006496960500903205,3052
6006496960500903213,3196
6006496960500903221,4391
6006496960500903239,4498
6006496960500903247,2880
6006496960500903254,5399
6006496960500903262,0760
6006496960500903270,3496
6006496960500903288,1951
6006496960500903296,7201
6006496960500903304,9935
6006496960500903312,2519
6006496960500903320,9736
6006496960500903338,2113
6006496960500903346,4366
6006496960500903353,4825
6006496960500903361,8293
6006496960500903379,2775
6006496960500903387,9192
6006496960500903395,0507
6006496960500903403,0797
6006496960500903411,5397
6006496960500903429,2321
6006496960500903437,1796
6006496960500903445,8693
6006496960500903452,7692
6006496960500903460,0420
6006496960500903478,0653
6006496960500903486,8104
6006496960500903494,5820
6006496960500903502,2360
6006496960500903510,6048
6006496960500903528,2466
6006496960500903536,2204
6006496960500903544,8039
6006496960500903551,1247
6006496960500903569,5929
6006496960500903577,9645
6006496960500903585,1701
6006496960500903593,2523
6006496960500903601,3439
6006496960500903619,2269
6006496960500903627,5106
6006496960500903635,9120
6006496960500903643,2085
6006496960500903650,5766
6006496960500903668,4460
6006496960500903676,1445
6006496960500903684,0212
6006496960500903692,0142
6006496960500903700,8780
6006496960500903718,0702
6006496960500903726,9508
6006496960500903734,3462
6006496960500903742,2471
6006496960500903759,8891
6006496960500903767,0839
6006496960500903775,1949
6006496960500903783,5500
6006496960500903791,6856
6006496960500903809,7693
6006496960500903817,8300
6006496960500903825,2250
6006496960500903833,0557
6006496960500903841,1503
6006496960500903858,2522
6006496960500903866,3497
6006496960500903874,2621
6006496960500903882,5830
6006496960500903890,4199
6006496960500903908,2606
6006496960500903916,4265
6006496960500903924,5188
6006496960500903932,4067
6006496960500903940,2090
6006496960500903957,7581
6006496960500903965,5943
6006496960500903973,4246
6006496960500903981,3306
6006496960500903999,7568
6006496960500904005,2043
6006496960500904013,9304
6006496960500904021,3126
6006496960500904039,6230
6006496960500904047,7095
6006496960500904054,7225
6006496960500904062,0980
6006496960500904070,3647
6006496960500904088,0829
6006496960500904096,8439
6006496960500904104,7956
6006496960500904112,2184
6006496960500904120,8525
